Skin_Concern,Skin_Type,Skin_Tone,Age,Gender,Recommended_Product
Acne,Normal,Dusky,58,Female,Neutrogena Oil-Free Acne Wash
Blackheads,Sensitive,Fair,42,Male,The Body Shop Tea Tree Cleanser
Pigmentation,Dry,Fair,42,Male,Murad Rapid Age Spot Correcting Serum
Pores,Sensitive,Dark,29,Other,Innisfree Super Volcanic Clay Mask
Pores,Sensitive,Dark,39,Female,Innisfree Super Volcanic Clay Mask
Eczema,Combination,Medium,54,Other,CeraVe Eczema Relief Creamy Oil
Dullness,Oily,Fair,35,Male,The Ordinary Vitamin C Suspension
Dryness,Dry,Medium,46,Male,CeraVe Moisturizing Cream
Acne,Dry,Medium,35,Other,Neutrogena Oil-Free Acne Wash
Pigmentation,Sensitive,Dusky,60,Female,Murad Rapid Age Spot Correcting Serum
Sunburn,Combination,Medium,59,Other,Aloe Vera Gel
Blackheads,Combination,Dark,21,Male,The Body Shop Tea Tree Cleanser
Tanning,Normal,Medium,16,Male,Lotus Herbals Safe Sun
Tanning,Oily,Dark,59,Other,Lotus Herbals Safe Sun
Inflammation,Combination,Olive,58,Female,The Ordinary Niacinamide 10% + Zinc 1%
Dark Circles,Oily,Olive,37,Male,Mamaearth Under Eye Cream
Oily Skin,Oily,Fair,57,Male,La Roche-Posay Effaclar Gel
Dark Spots,Oily,Dark,47,Other,Minimalist Alpha Arbutin Serum
Acne,Dry,Dark,43,Female,Neutrogena Oil-Free Acne Wash
Rosacea,Dry,Dark,57,Other,Cetaphil Redness Relief
Eczema,Combination,Dark,27,Other,CeraVe Eczema Relief Creamy Oil
Oily Skin,Dry,Medium,42,Female,La Roche-Posay Effaclar Gel
Inflammation,Normal,Dusky,37,Male,The Ordinary Niacinamide 10% + Zinc 1%
Sunburn,Dry,Dark,55,Male,Aloe Vera Gel
Pigmentation,Normal,Dusky,17,Male,Murad Rapid Age Spot Correcting Serum
Sagging,Combination,Medium,38,Other,Pond’s Age Miracle Firming Serum
Sunburn,Oily,Medium,25,Other,Aloe Vera Gel
Whiteheads,Combination,Medium,60,Female,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Sensitive,Dark,22,Other,L'Oreal Paris Glycolic Bright Serum
Uneven Skin Tone,Oily,Medium,19,Female,L'Oreal Paris Glycolic Bright Serum
Rosacea,Normal,Dark,51,Male,Cetaphil Redness Relief
Itchy Skin,Oily,Medium,60,Female,Eucerin Itch Relief Cream
Uneven Skin Tone,Dry,Dusky,55,Female,L'Oreal Paris Glycolic Bright Serum
Tanning,Normal,Fair,48,Female,Lotus Herbals Safe Sun
Pigmentation,Normal,Olive,31,Other,Murad Rapid Age Spot Correcting Serum
Dark Spots,Dry,Fair,20,Female,Minimalist Alpha Arbutin Serum
Wrinkles,Combination,Olive,45,Female,Olay Regenerist Retinol 24
Sagging,Sensitive,Dusky,52,Male,Pond’s Age Miracle Firming Serum
Blackheads,Sensitive,Fair,42,Female,The Body Shop Tea Tree Cleanser
Itchy Skin,Sensitive,Dusky,24,Other,Eucerin Itch Relief Cream
Pigmentation,Dry,Dark,22,Other,Murad Rapid Age Spot Correcting Serum
Uneven Skin Tone,Combination,Olive,58,Male,L'Oreal Paris Glycolic Bright Serum
Dark Circles,Normal,Dusky,51,Female,Mamaearth Under Eye Cream
Inflammation,Combination,Medium,58,Other,The Ordinary Niacinamide 10% + Zinc 1%
Whiteheads,Combination,Dark,46,Female,Paula's Choice BHA Exfoliant
Rosacea,Oily,Medium,50,Other,Cetaphil Redness Relief
Redness,Combination,Dusky,17,Other,Aveeno Ultra-Calming Foaming Cleanser
Dryness,Normal,Fair,60,Female,CeraVe Moisturizing Cream
Eczema,Combination,Dark,44,Other,CeraVe Eczema Relief Creamy Oil
Sunburn,Dry,Medium,52,Other,Aloe Vera Gel
Pores,Normal,Medium,40,Male,Innisfree Super Volcanic Clay Mask
Wrinkles,Normal,Dusky,21,Male,Olay Regenerist Retinol 24
Itchy Skin,Oily,Dark,40,Male,Eucerin Itch Relief Cream
Tanning,Combination,Medium,42,Male,Lotus Herbals Safe Sun
Dark Spots,Sensitive,Olive,18,Female,Minimalist Alpha Arbutin Serum
Dark Circles,Oily,Medium,17,Male,Mamaearth Under Eye Cream
Sunburn,Normal,Olive,22,Male,Aloe Vera Gel
Pigmentation,Oily,Olive,55,Female,Murad Rapid Age Spot Correcting Serum
Rosacea,Sensitive,Dark,30,Female,Cetaphil Redness Relief
Pigmentation,Oily,Medium,57,Female,Murad Rapid Age Spot Correcting Serum
Blackheads,Combination,Dusky,48,Male,The Body Shop Tea Tree Cleanser
Rosacea,Combination,Dark,46,Male,Cetaphil Redness Relief
Itchy Skin,Oily,Olive,56,Other,Eucerin Itch Relief Cream
Acne,Combination,Dark,58,Female,Neutrogena Oil-Free Acne Wash
Sagging,Combination,Medium,53,Female,Pond’s Age Miracle Firming Serum
Sagging,Sensitive,Fair,36,Female,Pond’s Age Miracle Firming Serum
Rosacea,Sensitive,Medium,54,Male,Cetaphil Redness Relief
Oily Skin,Sensitive,Dusky,54,Male,La Roche-Posay Effaclar Gel
Inflammation,Combination,Dusky,43,Other,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Sensitive,Medium,58,Male,Lotus Herbals Safe Sun
Pores,Normal,Olive,43,Other,Innisfree Super Volcanic Clay Mask
Wrinkles,Oily,Medium,37,Male,Olay Regenerist Retinol 24
Wrinkles,Dry,Olive,27,Female,Olay Regenerist Retinol 24
Redness,Dry,Dusky,33,Female,Aveeno Ultra-Calming Foaming Cleanser
Dark Spots,Oily,Fair,52,Female,Minimalist Alpha Arbutin Serum
Dark Spots,Oily,Dusky,16,Male,Minimalist Alpha Arbutin Serum
Dullness,Sensitive,Fair,36,Other,The Ordinary Vitamin C Suspension
Itchy Skin,Oily,Fair,17,Male,Eucerin Itch Relief Cream
Inflammation,Oily,Fair,44,Male,The Ordinary Niacinamide 10% + Zinc 1%
Dark Spots,Normal,Dusky,32,Female,Minimalist Alpha Arbutin Serum
Itchy Skin,Dry,Dusky,47,Female,Eucerin Itch Relief Cream
Blackheads,Sensitive,Olive,30,Other,The Body Shop Tea Tree Cleanser
Dryness,Normal,Olive,33,Male,CeraVe Moisturizing Cream
Sunburn,Oily,Olive,49,Female,Aloe Vera Gel
Inflammation,Sensitive,Dark,20,Other,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Dry,Fair,28,Male,The Body Shop Tea Tree Cleanser
Pores,Combination,Medium,58,Other,Innisfree Super Volcanic Clay Mask
Whiteheads,Dry,Dusky,56,Male,Paula's Choice BHA Exfoliant
Wrinkles,Oily,Olive,57,Male,Olay Regenerist Retinol 24
Sunburn,Combination,Olive,35,Other,Aloe Vera Gel
Acne,Normal,Dusky,26,Other,Neutrogena Oil-Free Acne Wash
Inflammation,Combination,Fair,27,Female,The Ordinary Niacinamide 10% + Zinc 1%
Inflammation,Sensitive,Olive,55,Other,The Ordinary Niacinamide 10% + Zinc 1%
Inflammation,Oily,Medium,24,Male,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Normal,Dark,59,Female,Lotus Herbals Safe Sun
Itchy Skin,Sensitive,Dark,18,Other,Eucerin Itch Relief Cream
Rosacea,Dry,Olive,52,Female,Cetaphil Redness Relief
Oily Skin,Dry,Dusky,17,Other,La Roche-Posay Effaclar Gel
Sunburn,Normal,Olive,46,Other,Aloe Vera Gel
Sunburn,Normal,Dark,34,Female,Aloe Vera Gel
Sunburn,Oily,Olive,22,Other,Aloe Vera Gel
Sunburn,Sensitive,Medium,26,Other,Aloe Vera Gel
Inflammation,Dry,Olive,59,Female,The Ordinary Niacinamide 10% + Zinc 1%
Acne,Dry,Dark,40,Male,Neutrogena Oil-Free Acne Wash
Dark Spots,Dry,Fair,46,Male,Minimalist Alpha Arbutin Serum
Pores,Combination,Olive,21,Other,Innisfree Super Volcanic Clay Mask
Uneven Skin Tone,Oily,Medium,30,Male,L'Oreal Paris Glycolic Bright Serum
Oily Skin,Sensitive,Olive,42,Male,La Roche-Posay Effaclar Gel
Uneven Skin Tone,Sensitive,Dark,41,Female,L'Oreal Paris Glycolic Bright Serum
Sagging,Oily,Olive,24,Other,Pond’s Age Miracle Firming Serum
Tanning,Normal,Olive,24,Male,Lotus Herbals Safe Sun
Blackheads,Oily,Medium,49,Female,The Body Shop Tea Tree Cleanser
Uneven Skin Tone,Sensitive,Dusky,18,Female,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Normal,Medium,31,Other,Minimalist Alpha Arbutin Serum
Acne,Dry,Dark,16,Female,Neutrogena Oil-Free Acne Wash
Itchy Skin,Sensitive,Olive,46,Male,Eucerin Itch Relief Cream
Eczema,Dry,Dusky,54,Female,CeraVe Eczema Relief Creamy Oil
Pigmentation,Sensitive,Dusky,37,Female,Murad Rapid Age Spot Correcting Serum
Oily Skin,Dry,Dark,34,Other,La Roche-Posay Effaclar Gel
Redness,Sensitive,Dusky,60,Female,Aveeno Ultra-Calming Foaming Cleanser
Wrinkles,Combination,Dusky,30,Female,Olay Regenerist Retinol 24
Pores,Dry,Dusky,44,Other,Innisfree Super Volcanic Clay Mask
Dullness,Combination,Olive,50,Male,The Ordinary Vitamin C Suspension
Uneven Skin Tone,Dry,Dark,57,Other,L'Oreal Paris Glycolic Bright Serum
Inflammation,Oily,Fair,49,Female,The Ordinary Niacinamide 10% + Zinc 1%
Wrinkles,Oily,Fair,36,Other,Olay Regenerist Retinol 24
Redness,Sensitive,Medium,30,Other,Aveeno Ultra-Calming Foaming Cleanser
Pores,Oily,Dusky,45,Female,Innisfree Super Volcanic Clay Mask
Dullness,Sensitive,Dark,18,Other,The Ordinary Vitamin C Suspension
Pores,Oily,Dark,50,Male,Innisfree Super Volcanic Clay Mask
Eczema,Normal,Medium,48,Other,CeraVe Eczema Relief Creamy Oil
Sunburn,Oily,Olive,30,Female,Aloe Vera Gel
Redness,Combination,Fair,27,Female,Aveeno Ultra-Calming Foaming Cleanser
Uneven Skin Tone,Normal,Dark,19,Male,L'Oreal Paris Glycolic Bright Serum
Dullness,Combination,Dark,28,Other,The Ordinary Vitamin C Suspension
Blackheads,Dry,Olive,52,Male,The Body Shop Tea Tree Cleanser
Blackheads,Combination,Olive,39,Male,The Body Shop Tea Tree Cleanser
Whiteheads,Combination,Dark,19,Female,Paula's Choice BHA Exfoliant
Oily Skin,Combination,Dusky,46,Other,La Roche-Posay Effaclar Gel
Dark Circles,Sensitive,Medium,50,Other,Mamaearth Under Eye Cream
Acne,Dry,Medium,33,Other,Neutrogena Oil-Free Acne Wash
Dark Circles,Sensitive,Fair,40,Male,Mamaearth Under Eye Cream
Dark Spots,Sensitive,Medium,60,Other,Minimalist Alpha Arbutin Serum
Rosacea,Normal,Dark,32,Female,Cetaphil Redness Relief
Redness,Dry,Medium,56,Female,Aveeno Ultra-Calming Foaming Cleanser
Acne,Dry,Olive,38,Other,Neutrogena Oil-Free Acne Wash
Whiteheads,Sensitive,Olive,44,Other,Paula's Choice BHA Exfoliant
Pigmentation,Sensitive,Olive,22,Other,Murad Rapid Age Spot Correcting Serum
Sunburn,Oily,Olive,25,Male,Aloe Vera Gel
Inflammation,Combination,Fair,27,Other,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Dry,Olive,60,Male,The Body Shop Tea Tree Cleanser
Rosacea,Dry,Dusky,31,Other,Cetaphil Redness Relief
Inflammation,Combination,Fair,48,Female,The Ordinary Niacinamide 10% + Zinc 1%
Whiteheads,Combination,Dusky,33,Male,Paula's Choice BHA Exfoliant
Tanning,Normal,Medium,36,Other,Lotus Herbals Safe Sun
Dark Spots,Dry,Fair,32,Male,Minimalist Alpha Arbutin Serum
Dryness,Dry,Dusky,41,Male,CeraVe Moisturizing Cream
Acne,Dry,Medium,48,Male,Neutrogena Oil-Free Acne Wash
Redness,Sensitive,Medium,36,Other,Aveeno Ultra-Calming Foaming Cleanser
Dullness,Normal,Fair,35,Female,The Ordinary Vitamin C Suspension
Inflammation,Normal,Dark,39,Female,The Ordinary Niacinamide 10% + Zinc 1%
Wrinkles,Sensitive,Olive,53,Other,Olay Regenerist Retinol 24
Redness,Dry,Fair,28,Male,Aveeno Ultra-Calming Foaming Cleanser
Pores,Oily,Olive,42,Male,Innisfree Super Volcanic Clay Mask
Tanning,Sensitive,Olive,36,Female,Lotus Herbals Safe Sun
Dullness,Dry,Dusky,44,Female,The Ordinary Vitamin C Suspension
Dryness,Normal,Olive,27,Male,CeraVe Moisturizing Cream
Acne,Normal,Medium,39,Other,Neutrogena Oil-Free Acne Wash
Itchy Skin,Dry,Olive,54,Other,Eucerin Itch Relief Cream
Dullness,Sensitive,Dark,58,Male,The Ordinary Vitamin C Suspension
Rosacea,Dry,Fair,41,Male,Cetaphil Redness Relief
Blackheads,Oily,Olive,34,Female,The Body Shop Tea Tree Cleanser
Dryness,Oily,Dark,26,Other,CeraVe Moisturizing Cream
Rosacea,Dry,Olive,16,Male,Cetaphil Redness Relief
Sunburn,Sensitive,Dusky,54,Male,Aloe Vera Gel
Dark Spots,Combination,Dark,34,Other,Minimalist Alpha Arbutin Serum
Oily Skin,Oily,Dark,31,Female,La Roche-Posay Effaclar Gel
Blackheads,Oily,Medium,22,Male,The Body Shop Tea Tree Cleanser
Wrinkles,Sensitive,Dark,31,Female,Olay Regenerist Retinol 24
Redness,Dry,Medium,49,Female,Aveeno Ultra-Calming Foaming Cleanser
Pores,Combination,Dusky,20,Female,Innisfree Super Volcanic Clay Mask
Acne,Normal,Dusky,45,Other,Neutrogena Oil-Free Acne Wash
Rosacea,Dry,Medium,52,Female,Cetaphil Redness Relief
Oily Skin,Oily,Fair,48,Female,La Roche-Posay Effaclar Gel
Dark Spots,Sensitive,Fair,18,Female,Minimalist Alpha Arbutin Serum
Redness,Oily,Fair,27,Female,Aveeno Ultra-Calming Foaming Cleanser
Acne,Combination,Dark,53,Male,Neutrogena Oil-Free Acne Wash
Wrinkles,Sensitive,Dusky,55,Other,Olay Regenerist Retinol 24
Uneven Skin Tone,Dry,Olive,56,Other,L'Oreal Paris Glycolic Bright Serum
Wrinkles,Sensitive,Medium,35,Female,Olay Regenerist Retinol 24
Oily Skin,Oily,Dark,40,Other,La Roche-Posay Effaclar Gel
Sagging,Normal,Olive,34,Female,Pond’s Age Miracle Firming Serum
Sagging,Dry,Medium,20,Female,Pond’s Age Miracle Firming Serum
Pores,Oily,Medium,59,Female,Innisfree Super Volcanic Clay Mask
Dark Circles,Dry,Olive,52,Male,Mamaearth Under Eye Cream
Pores,Combination,Dusky,16,Female,Innisfree Super Volcanic Clay Mask
Oily Skin,Oily,Fair,59,Female,La Roche-Posay Effaclar Gel
Pigmentation,Normal,Olive,39,Male,Murad Rapid Age Spot Correcting Serum
Pigmentation,Dry,Fair,38,Other,Murad Rapid Age Spot Correcting Serum
Acne,Sensitive,Dark,44,Male,Neutrogena Oil-Free Acne Wash
Whiteheads,Normal,Dusky,30,Male,Paula's Choice BHA Exfoliant
Sunburn,Oily,Dark,21,Female,Aloe Vera Gel
Itchy Skin,Normal,Dusky,38,Female,Eucerin Itch Relief Cream
Oily Skin,Dry,Olive,51,Other,La Roche-Posay Effaclar Gel
Pigmentation,Combination,Olive,27,Male,Murad Rapid Age Spot Correcting Serum
Acne,Dry,Olive,58,Other,Neutrogena Oil-Free Acne Wash
Oily Skin,Combination,Medium,19,Other,La Roche-Posay Effaclar Gel
Inflammation,Combination,Medium,23,Female,The Ordinary Niacinamide 10% + Zinc 1%
Rosacea,Normal,Fair,23,Male,Cetaphil Redness Relief
Redness,Normal,Dark,26,Female,Aveeno Ultra-Calming Foaming Cleanser
Dryness,Combination,Fair,46,Other,CeraVe Moisturizing Cream
Blackheads,Dry,Dusky,54,Male,The Body Shop Tea Tree Cleanser
Blackheads,Normal,Dusky,31,Male,The Body Shop Tea Tree Cleanser
Blackheads,Dry,Dusky,18,Other,The Body Shop Tea Tree Cleanser
Pigmentation,Sensitive,Dusky,54,Female,Murad Rapid Age Spot Correcting Serum
Dark Circles,Dry,Olive,30,Other,Mamaearth Under Eye Cream
Dullness,Combination,Fair,59,Male,The Ordinary Vitamin C Suspension
Sagging,Sensitive,Dusky,32,Male,Pond’s Age Miracle Firming Serum
Eczema,Normal,Olive,33,Male,CeraVe Eczema Relief Creamy Oil
Tanning,Combination,Olive,17,Male,Lotus Herbals Safe Sun
Blackheads,Oily,Olive,42,Other,The Body Shop Tea Tree Cleanser
Whiteheads,Oily,Dusky,51,Female,Paula's Choice BHA Exfoliant
Blackheads,Dry,Olive,57,Male,The Body Shop Tea Tree Cleanser
Dark Spots,Combination,Fair,37,Male,Minimalist Alpha Arbutin Serum
Whiteheads,Normal,Dark,58,Male,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Normal,Fair,36,Male,L'Oreal Paris Glycolic Bright Serum
Tanning,Dry,Medium,45,Female,Lotus Herbals Safe Sun
Pigmentation,Oily,Fair,55,Male,Murad Rapid Age Spot Correcting Serum
Sagging,Combination,Dusky,32,Female,Pond’s Age Miracle Firming Serum
Inflammation,Dry,Olive,22,Other,The Ordinary Niacinamide 10% + Zinc 1%
Oily Skin,Sensitive,Fair,47,Female,La Roche-Posay Effaclar Gel
Acne,Oily,Medium,32,Female,Neutrogena Oil-Free Acne Wash
Rosacea,Normal,Olive,60,Female,Cetaphil Redness Relief
Dark Spots,Sensitive,Dusky,59,Female,Minimalist Alpha Arbutin Serum
Sunburn,Sensitive,Dusky,33,Other,Aloe Vera Gel
Rosacea,Sensitive,Dark,16,Female,Cetaphil Redness Relief
Dark Circles,Dry,Dark,40,Other,Mamaearth Under Eye Cream
Dryness,Combination,Dark,32,Male,CeraVe Moisturizing Cream
Dark Circles,Oily,Olive,22,Other,Mamaearth Under Eye Cream
Acne,Dry,Dark,49,Other,Neutrogena Oil-Free Acne Wash
Sunburn,Normal,Medium,38,Male,Aloe Vera Gel
Tanning,Normal,Dusky,16,Female,Lotus Herbals Safe Sun
Sunburn,Normal,Medium,39,Male,Aloe Vera Gel
Rosacea,Oily,Medium,41,Other,Cetaphil Redness Relief
Uneven Skin Tone,Sensitive,Dark,39,Male,L'Oreal Paris Glycolic Bright Serum
Redness,Sensitive,Olive,34,Other,Aveeno Ultra-Calming Foaming Cleanser
Dryness,Dry,Fair,43,Male,CeraVe Moisturizing Cream
Rosacea,Sensitive,Olive,20,Female,Cetaphil Redness Relief
Uneven Skin Tone,Dry,Dusky,57,Other,L'Oreal Paris Glycolic Bright Serum
Oily Skin,Dry,Dusky,31,Female,La Roche-Posay Effaclar Gel
Rosacea,Combination,Medium,55,Other,Cetaphil Redness Relief
Blackheads,Normal,Medium,16,Male,The Body Shop Tea Tree Cleanser
Eczema,Combination,Medium,54,Female,CeraVe Eczema Relief Creamy Oil
Dark Circles,Sensitive,Fair,49,Other,Mamaearth Under Eye Cream
Tanning,Combination,Medium,27,Other,Lotus Herbals Safe Sun
Tanning,Sensitive,Medium,34,Other,Lotus Herbals Safe Sun
Acne,Oily,Fair,32,Other,Neutrogena Oil-Free Acne Wash
Eczema,Sensitive,Dusky,45,Female,CeraVe Eczema Relief Creamy Oil
Whiteheads,Sensitive,Medium,59,Other,Paula's Choice BHA Exfoliant
Itchy Skin,Sensitive,Fair,33,Other,Eucerin Itch Relief Cream
Eczema,Oily,Olive,42,Female,CeraVe Eczema Relief Creamy Oil
Tanning,Oily,Olive,35,Female,Lotus Herbals Safe Sun
Rosacea,Combination,Olive,46,Female,Cetaphil Redness Relief
Blackheads,Normal,Dark,22,Male,The Body Shop Tea Tree Cleanser
Sunburn,Combination,Fair,37,Female,Aloe Vera Gel
Sunburn,Sensitive,Olive,53,Male,Aloe Vera Gel
Dryness,Normal,Fair,34,Male,CeraVe Moisturizing Cream
Sagging,Combination,Dark,55,Other,Pond’s Age Miracle Firming Serum
Whiteheads,Dry,Fair,46,Other,Paula's Choice BHA Exfoliant
Pigmentation,Oily,Olive,58,Other,Murad Rapid Age Spot Correcting Serum
Itchy Skin,Sensitive,Fair,59,Other,Eucerin Itch Relief Cream
Redness,Normal,Olive,22,Female,Aveeno Ultra-Calming Foaming Cleanser
Uneven Skin Tone,Normal,Dark,27,Male,L'Oreal Paris Glycolic Bright Serum
Redness,Dry,Dusky,20,Male,Aveeno Ultra-Calming Foaming Cleanser
Dryness,Combination,Olive,37,Female,CeraVe Moisturizing Cream
Tanning,Sensitive,Dark,23,Male,Lotus Herbals Safe Sun
Rosacea,Combination,Dark,60,Male,Cetaphil Redness Relief
Tanning,Oily,Olive,25,Other,Lotus Herbals Safe Sun
Wrinkles,Dry,Dark,51,Other,Olay Regenerist Retinol 24
Tanning,Normal,Dusky,57,Male,Lotus Herbals Safe Sun
Whiteheads,Normal,Olive,20,Other,Paula's Choice BHA Exfoliant
Rosacea,Oily,Olive,34,Male,Cetaphil Redness Relief
Pores,Normal,Dusky,39,Male,Innisfree Super Volcanic Clay Mask
Itchy Skin,Dry,Fair,33,Male,Eucerin Itch Relief Cream
Itchy Skin,Sensitive,Medium,23,Other,Eucerin Itch Relief Cream
Uneven Skin Tone,Combination,Olive,41,Female,L'Oreal Paris Glycolic Bright Serum
Acne,Sensitive,Fair,43,Other,Neutrogena Oil-Free Acne Wash
Whiteheads,Combination,Olive,22,Female,Paula's Choice BHA Exfoliant
Dullness,Oily,Fair,19,Other,The Ordinary Vitamin C Suspension
Whiteheads,Oily,Dark,39,Female,Paula's Choice BHA Exfoliant
Dryness,Dry,Medium,23,Male,CeraVe Moisturizing Cream
Redness,Combination,Fair,44,Other,Aveeno Ultra-Calming Foaming Cleanser
Sagging,Dry,Olive,42,Other,Pond’s Age Miracle Firming Serum
Pigmentation,Dry,Olive,48,Other,Murad Rapid Age Spot Correcting Serum
Uneven Skin Tone,Combination,Medium,45,Male,L'Oreal Paris Glycolic Bright Serum
Whiteheads,Combination,Olive,47,Other,Paula's Choice BHA Exfoliant
Eczema,Dry,Dusky,23,Other,CeraVe Eczema Relief Creamy Oil
Eczema,Sensitive,Medium,42,Female,CeraVe Eczema Relief Creamy Oil
Uneven Skin Tone,Combination,Dark,39,Other,L'Oreal Paris Glycolic Bright Serum
Itchy Skin,Normal,Medium,58,Female,Eucerin Itch Relief Cream
Oily Skin,Oily,Dusky,28,Other,La Roche-Posay Effaclar Gel
Dark Circles,Combination,Olive,19,Female,Mamaearth Under Eye Cream
Sagging,Sensitive,Fair,51,Female,Pond’s Age Miracle Firming Serum
Sunburn,Sensitive,Fair,56,Male,Aloe Vera Gel
Sagging,Combination,Medium,60,Male,Pond’s Age Miracle Firming Serum
Whiteheads,Oily,Medium,38,Female,Paula's Choice BHA Exfoliant
Dryness,Oily,Dusky,23,Male,CeraVe Moisturizing Cream
Wrinkles,Sensitive,Dark,47,Female,Olay Regenerist Retinol 24
Pores,Dry,Dark,16,Female,Innisfree Super Volcanic Clay Mask
Wrinkles,Dry,Dark,52,Other,Olay Regenerist Retinol 24
Itchy Skin,Oily,Dark,43,Male,Eucerin Itch Relief Cream
Uneven Skin Tone,Oily,Dark,34,Male,L'Oreal Paris Glycolic Bright Serum
Itchy Skin,Dry,Olive,54,Male,Eucerin Itch Relief Cream
Dullness,Dry,Olive,51,Other,The Ordinary Vitamin C Suspension
Wrinkles,Sensitive,Dark,45,Female,Olay Regenerist Retinol 24
Dark Circles,Dry,Dark,18,Male,Mamaearth Under Eye Cream
Pores,Combination,Medium,20,Female,Innisfree Super Volcanic Clay Mask
Blackheads,Normal,Fair,36,Other,The Body Shop Tea Tree Cleanser
Dullness,Sensitive,Dusky,46,Male,The Ordinary Vitamin C Suspension
Uneven Skin Tone,Sensitive,Fair,34,Female,L'Oreal Paris Glycolic Bright Serum
Itchy Skin,Normal,Medium,57,Male,Eucerin Itch Relief Cream
Sunburn,Sensitive,Olive,17,Female,Aloe Vera Gel
Wrinkles,Combination,Dusky,18,Other,Olay Regenerist Retinol 24
Pigmentation,Sensitive,Fair,31,Female,Murad Rapid Age Spot Correcting Serum
Acne,Normal,Dark,30,Male,Neutrogena Oil-Free Acne Wash
Dark Circles,Dry,Fair,43,Female,Mamaearth Under Eye Cream
Itchy Skin,Sensitive,Dark,36,Female,Eucerin Itch Relief Cream
Acne,Combination,Medium,56,Male,Neutrogena Oil-Free Acne Wash
Whiteheads,Dry,Fair,60,Female,Paula's Choice BHA Exfoliant
Inflammation,Combination,Medium,37,Male,The Ordinary Niacinamide 10% + Zinc 1%
Pigmentation,Normal,Dark,20,Female,Murad Rapid Age Spot Correcting Serum
Tanning,Oily,Dusky,51,Male,Lotus Herbals Safe Sun
Blackheads,Normal,Fair,37,Female,The Body Shop Tea Tree Cleanser
Blackheads,Dry,Fair,30,Female,The Body Shop Tea Tree Cleanser
Itchy Skin,Normal,Olive,40,Female,Eucerin Itch Relief Cream
Pores,Combination,Dusky,24,Female,Innisfree Super Volcanic Clay Mask
Wrinkles,Combination,Fair,17,Female,Olay Regenerist Retinol 24
Acne,Combination,Dusky,47,Male,Neutrogena Oil-Free Acne Wash
Pores,Dry,Olive,39,Male,Innisfree Super Volcanic Clay Mask
