Skin_Concern,Diet_Type,Foods_to_Eat,Foods_to_Avoid
Oily Skin,nonveg,Yogurt,Processed Meat
Itchy Skin,veg,Sweet Potato,Refined Sugar
Pores,veg,Almonds,Refined Sugar
Eczema,combination,Tofu Stir Fry,Cream Biscuits
Inflammation,veg,Tomato,Pickles
Pores,veg,Pumpkin Seeds,Cheese
Wrinkles,veg,Turmeric Milk,Carbonated Drinks
Inflammation,vegen,Coconut Water,Fried Tofu
Oily Skin,vegen,Kale,White Sugar
Sagging,veg,Sweet Potato,Fried Potato
Dullness,nonveg,Bone Broth,Mutton Curry
Pigmentation,combination,Egg Salad,Butter Paneer
Wrinkles,vegen,Chia Seeds,Overprocessed Vegan Snacks
Inflammation,nonveg,Tuna,Spicy Chicken
Oily Skin,nonveg,Yogurt,Fried Egg
Pores,nonveg,Eggs,Red Meat
Inflammation,combination,Egg Salad,Pizza
Sunburn,vegen,Chia Seeds,Fried Tofu
Sagging,combination,Greek Yogurt with Berries,Fried Chicken
Pores,vegen,Tofu,Fried Tofu
Whiteheads,veg,Almonds,Pickles
Wrinkles,veg,Beetroot,Pickles
Dark Circles,veg,Tomato,Fried Potato
Rosacea,combination,Chicken with Broccoli,Excess Cheese
Uneven Skin Tone,vegen,Chia Seeds,Overprocessed Vegan Snacks
Wrinkles,veg,Sweet Potato,Pickles
Dryness,veg,Sweet Potato,Refined Sugar
Wrinkles,nonveg,Tuna,Fried Egg
Eczema,nonveg,Tuna,Red Meat
Pigmentation,combination,Mixed Nuts,Cream Biscuits
Dark Spots,vegen,Zucchini,Overprocessed Vegan Snacks
Dryness,vegen,Tofu,Excess Soy
Wrinkles,combination,Mixed Nuts,Cream Biscuits
Redness,veg,Carrot,Processed Juice
Rosacea,veg,Turmeric Milk,Pickles
Tanning,veg,Broccoli,Cheese
Acne,combination,Fish Curry with Rice,Burger
Oily Skin,nonveg,Salmon,Mutton Curry
Redness,veg,Sweet Potato,Refined Sugar
Rosacea,combination,Chicken with Broccoli,Fried Chicken
Acne,combination,Fruit Yogurt,Excess Cheese
Dryness,veg,Turmeric Milk,Creamy Curries
Wrinkles,combination,Egg Salad,Fried Chicken
Blackheads,combination,Avocado Toast with Egg,Cream Biscuits
Uneven Skin Tone,combination,Fruit Yogurt,Cream Biscuits
Pores,veg,Almonds,Fried Potato
Inflammation,combination,Greek Yogurt with Berries,Pizza
Redness,nonveg,Turkey,Bacon
Uneven Skin Tone,vegen,Hummus,Mock Meats
Tanning,nonveg,Bone Broth,Butter Chicken
Pores,veg,Cucumber,Butter
Dark Circles,combination,Chicken with Broccoli,Instant Noodles
Dark Circles,veg,Broccoli,Processed Juice
Pores,vegen,Kale,Agave Syrup
Pigmentation,combination,Vegetable Soup,Fried Chicken
Dullness,vegen,Hummus,Agave Syrup
Eczema,veg,Turmeric Milk,Cheese
Sunburn,veg,Spinach,Pickles
Dullness,vegen,Tofu,Vegan Mayo
Rosacea,veg,Cucumber,Butter
Rosacea,combination,Tofu Stir Fry,Pizza
Dark Circles,vegen,Tofu,Mock Meats
Itchy Skin,vegen,Chia Seeds,White Sugar
Rosacea,vegen,Tofu,Vegan Mayo
Rosacea,vegen,Soy Milk,Excess Soy
Dullness,nonveg,Yogurt,Sausages
Tanning,vegen,Kale,Refined Oil
Wrinkles,vegen,Quinoa,Agave Syrup
Pigmentation,vegen,Kale,Packaged Vegan Chips
Dryness,nonveg,Chicken Breast,Processed Meat
Sagging,nonveg,Tuna,Fried Fish
Dark Circles,combination,Fish Curry with Rice,Instant Noodles
Pigmentation,nonveg,Oysters,Spicy Chicken
Uneven Skin Tone,vegen,Soy Milk,Refined Oil
Dark Spots,combination,Greek Yogurt with Berries,Cream Biscuits
Dullness,vegen,Chia Seeds,Fried Tofu
Pigmentation,veg,Pumpkin Seeds,Fried Potato
Uneven Skin Tone,nonveg,Salmon,Processed Meat
Blackheads,combination,Vegetable Soup,Burger
Sunburn,veg,Sweet Potato,Butter
Pores,vegen,Soy Milk,Coconut Cream
Eczema,nonveg,Yogurt,Spicy Chicken
Blackheads,nonveg,Eggs,Fried Fish
Acne,veg,Beetroot,Processed Juice
Whiteheads,combination,Vegetable Soup,Burger
Whiteheads,veg,Broccoli,Fried Potato
Tanning,vegen,Coconut Water,Excess Soy
Whiteheads,nonveg,Turkey,Mayonnaise
Inflammation,nonveg,Yogurt,Red Meat
Dark Circles,veg,Spinach,Pickles
Dark Spots,nonveg,Tuna,Fried Fish
Sunburn,vegen,Zucchini,Mock Meats
Dark Spots,veg,Sweet Potato,Refined Sugar
Acne,veg,Turmeric Milk,Pickles
Dark Circles,combination,Fish Curry with Rice,Excess Cheese
Pores,vegen,Coconut Water,Mock Meats
Redness,nonveg,Oysters,Processed Meat
Dark Spots,vegen,Kale,Packaged Vegan Chips
Pores,nonveg,Liver,Mutton Curry
Dullness,nonveg,Tuna,Mayonnaise
Dark Circles,combination,Fruit Yogurt,Instant Noodles
Pigmentation,nonveg,Oysters,Mutton Curry
Uneven Skin Tone,veg,Spinach,Creamy Curries
Dark Spots,nonveg,Prawns,Red Meat
Uneven Skin Tone,veg,Tomato,Butter
Uneven Skin Tone,combination,Vegetable Soup,Fried Chicken
Dark Spots,nonveg,Prawns,Mayonnaise
Pigmentation,veg,Broccoli,Creamy Curries
Rosacea,vegen,Hummus,Agave Syrup
Rosacea,veg,Sweet Potato,White Bread
Tanning,vegen,Lentils,Coconut Cream
Dark Spots,vegen,Chia Seeds,Overprocessed Vegan Snacks
Dryness,vegen,Quinoa,Excess Soy
Oily Skin,nonveg,Liver,Butter Chicken
Pores,nonveg,Chicken Breast,Processed Meat
Dark Circles,vegen,Tofu,White Sugar
Dryness,vegen,Lentils,White Sugar
Whiteheads,combination,Vegetable Soup,Pizza
Wrinkles,veg,Almonds,Refined Sugar
Whiteheads,combination,Mixed Nuts,Sugary Drinks
Inflammation,vegen,Lentils,Coconut Cream
Itchy Skin,combination,Fruit Yogurt,Ice Cream
Sunburn,veg,Turmeric Milk,Processed Juice
Sagging,veg,Spinach,Cheese
Blackheads,nonveg,Tuna,Bacon
Inflammation,vegen,Tofu,Mock Meats
Redness,vegen,Soy Milk,White Sugar
Acne,veg,Tomato,Butter
Blackheads,combination,Fruit Yogurt,Cream Biscuits
Eczema,vegen,Quinoa,Vegan Mayo
Pores,vegen,Chia Seeds,Vegan Mayo
Dark Spots,veg,Cucumber,Deep-Fried Snacks
Rosacea,veg,Beetroot,Refined Sugar
Pores,nonveg,Turkey,Fried Egg
Whiteheads,nonveg,Turkey,Sausages
Blackheads,nonveg,Turkey,Bacon
Inflammation,veg,Tomato,Carbonated Drinks
Wrinkles,nonveg,Eggs,Spicy Chicken
Blackheads,combination,Fruit Yogurt,Fried Chicken
Dryness,vegen,Soy Milk,Packaged Vegan Chips
Itchy Skin,nonveg,Chicken Breast,Bacon
Dark Spots,nonveg,Liver,Butter Chicken
Itchy Skin,combination,Baked Fish with Veggies,Butter Paneer
Sagging,combination,Egg Salad,Butter Paneer
Acne,nonveg,Liver,Sausages
Redness,combination,Avocado Toast with Egg,Pizza
Acne,vegen,Hummus,Overprocessed Vegan Snacks
Pigmentation,nonveg,Chicken Breast,Spicy Chicken
Tanning,nonveg,Chicken Breast,Fried Egg
Sunburn,vegen,Coconut Water,Overprocessed Vegan Snacks
Sagging,combination,Baked Fish with Veggies,Sugary Drinks
Redness,combination,Vegetable Soup,Cream Biscuits
Sunburn,nonveg,Salmon,Bacon
Pores,vegen,Zucchini,Overprocessed Vegan Snacks
Dryness,vegen,Hummus,Agave Syrup
Dryness,combination,Greek Yogurt with Berries,Chips
Blackheads,veg,Beetroot,Carbonated Drinks
Whiteheads,combination,Vegetable Soup,Chips
Dark Spots,combination,Tofu Stir Fry,Fried Chicken
Oily Skin,veg,Sweet Potato,Butter
Redness,combination,Chicken with Broccoli,Sugary Drinks
Whiteheads,nonveg,Chicken Breast,Red Meat
Rosacea,nonveg,Turkey,Butter Chicken
Oily Skin,vegen,Soy Milk,Packaged Vegan Chips
Tanning,nonveg,Liver,Bacon
Dark Spots,veg,Spinach,Pickles
Uneven Skin Tone,combination,Mixed Nuts,Fried Chicken
Pores,combination,Fish Curry with Rice,Burger
Eczema,nonveg,Turkey,Fried Egg
Sunburn,veg,Tomato,Pickles
Sunburn,vegen,Quinoa,Mock Meats
Sagging,nonveg,Turkey,Sausages
Itchy Skin,vegen,Coconut Water,Fried Tofu
Sagging,vegen,Quinoa,Mock Meats
Sunburn,combination,Greek Yogurt with Berries,Excess Cheese
Oily Skin,nonveg,Yogurt,Fried Fish
Sagging,combination,Tofu Stir Fry,Burger
Inflammation,combination,Vegetable Soup,Fried Chicken
Acne,combination,Fish Curry with Rice,Excess Cheese
Sagging,nonveg,Tuna,Mutton Curry
Eczema,veg,Cucumber,Pickles
Wrinkles,combination,Egg Salad,Pizza
Wrinkles,veg,Spinach,Carbonated Drinks
Eczema,veg,Pumpkin Seeds,Butter
Dark Spots,veg,Broccoli,Butter
Pigmentation,nonveg,Liver,Bacon
Sagging,nonveg,Chicken Breast,Bacon
Inflammation,veg,Spinach,Fried Potato
Dark Spots,vegen,Chia Seeds,Agave Syrup
Whiteheads,vegen,Zucchini,Refined Oil
Dullness,veg,Pumpkin Seeds,Creamy Curries
Blackheads,veg,Almonds,Creamy Curries
Eczema,vegen,Kale,Excess Soy
Rosacea,vegen,Tofu,Refined Oil
Inflammation,vegen,Chia Seeds,Refined Oil
Pigmentation,nonveg,Turkey,Spicy Chicken
Redness,combination,Vegetable Soup,Sugary Drinks
Dryness,combination,Greek Yogurt with Berries,Excess Cheese
Inflammation,vegen,Tofu,Packaged Vegan Chips
Pores,vegen,Chia Seeds,Coconut Cream
Pores,vegen,Zucchini,Excess Soy
Pigmentation,vegen,Kale,Refined Oil
Wrinkles,veg,Pumpkin Seeds,Butter
Eczema,veg,Cucumber,Creamy Curries
Sunburn,nonveg,Liver,Red Meat
Inflammation,vegen,Coconut Water,Coconut Cream
Redness,vegen,Chia Seeds,Refined Oil
Dark Spots,combination,Tofu Stir Fry,Butter Paneer
Sunburn,combination,Greek Yogurt with Berries,Excess Cheese
Sagging,combination,Vegetable Soup,Ice Cream
Redness,combination,Fruit Yogurt,Butter Paneer
Dryness,nonveg,Liver,Mutton Curry
Dark Circles,vegen,Hummus,Fried Tofu
Redness,combination,Tofu Stir Fry,Excess Cheese
Whiteheads,combination,Greek Yogurt with Berries,Butter Paneer
Rosacea,vegen,Zucchini,Packaged Vegan Chips
Inflammation,combination,Baked Fish with Veggies,Burger
Pores,combination,Vegetable Soup,Instant Noodles
Itchy Skin,combination,Mixed Nuts,Pizza
Dark Circles,combination,Egg Salad,Chips
Blackheads,vegen,Kale,Overprocessed Vegan Snacks
Eczema,veg,Sweet Potato,Butter
Dark Spots,vegen,Quinoa,Excess Soy
Eczema,combination,Mixed Nuts,Pizza
Blackheads,vegen,Quinoa,Packaged Vegan Chips
Tanning,veg,Cucumber,Deep-Fried Snacks
Acne,combination,Vegetable Soup,Fried Chicken
Sunburn,nonveg,Prawns,Processed Meat
Rosacea,nonveg,Eggs,Fried Egg
Wrinkles,nonveg,Liver,Fried Egg
Rosacea,combination,Greek Yogurt with Berries,Pizza
Whiteheads,veg,Cucumber,Carbonated Drinks
Itchy Skin,nonveg,Salmon,Bacon
Oily Skin,combination,Egg Salad,Excess Cheese
Sunburn,nonveg,Yogurt,Red Meat
Uneven Skin Tone,veg,Carrot,White Bread
Redness,combination,Greek Yogurt with Berries,Ice Cream
Tanning,vegen,Zucchini,Agave Syrup
Sunburn,nonveg,Yogurt,Sausages
Itchy Skin,combination,Avocado Toast with Egg,Instant Noodles
Rosacea,vegen,Soy Milk,Excess Soy
Sunburn,nonveg,Turkey,Mutton Curry
Inflammation,vegen,Lentils,White Sugar
Uneven Skin Tone,nonveg,Salmon,Fried Egg
Dullness,veg,Carrot,Refined Sugar
Acne,nonveg,Turkey,Sausages
Dryness,vegen,Coconut Water,White Sugar
Eczema,combination,Chicken with Broccoli,Excess Cheese
Dullness,combination,Tofu Stir Fry,Butter Paneer
Sagging,vegen,Oats,Vegan Mayo
Sunburn,nonveg,Salmon,Sausages
Oily Skin,combination,Fruit Yogurt,Ice Cream
Uneven Skin Tone,vegen,Quinoa,Packaged Vegan Chips
Sagging,nonveg,Oysters,Red Meat
Pores,nonveg,Liver,Red Meat
Pigmentation,vegen,Soy Milk,Agave Syrup
Dark Spots,vegen,Quinoa,Agave Syrup
Sagging,veg,Cucumber,Refined Sugar
Tanning,veg,Beetroot,Processed Juice
Pigmentation,nonveg,Liver,Fried Fish
Sunburn,veg,Beetroot,Carbonated Drinks
Sagging,vegen,Lentils,Coconut Cream
Eczema,combination,Chicken with Broccoli,Ice Cream
Blackheads,vegen,Hummus,Vegan Mayo
Itchy Skin,veg,Pumpkin Seeds,Deep-Fried Snacks
Acne,vegen,Zucchini,White Sugar
Dryness,vegen,Quinoa,White Sugar
Acne,vegen,Lentils,Refined Oil
Sagging,veg,Cucumber,Deep-Fried Snacks
Sunburn,combination,Baked Fish with Veggies,Fried Chicken
Whiteheads,nonveg,Salmon,Mutton Curry
Whiteheads,combination,Baked Fish with Veggies,Ice Cream
Redness,combination,Fruit Yogurt,Pizza
Dullness,combination,Tofu Stir Fry,Sugary Drinks
Sagging,nonveg,Prawns,Red Meat
Eczema,veg,Tomato,Refined Sugar
Itchy Skin,nonveg,Liver,Bacon
Blackheads,veg,Almonds,Creamy Curries
Dark Spots,combination,Tofu Stir Fry,Fried Chicken
Whiteheads,combination,Fruit Yogurt,Pizza
Tanning,combination,Tofu Stir Fry,Ice Cream
Acne,nonveg,Eggs,Red Meat
Itchy Skin,combination,Avocado Toast with Egg,Pizza
Uneven Skin Tone,nonveg,Liver,Fried Egg
Eczema,veg,Spinach,Cheese
Pigmentation,nonveg,Salmon,Spicy Chicken
Eczema,vegen,Hummus,Excess Soy
Blackheads,veg,Turmeric Milk,White Bread
Blackheads,combination,Avocado Toast with Egg,Chips
Whiteheads,veg,Tomato,Fried Potato
Itchy Skin,veg,Pumpkin Seeds,Butter
Dryness,nonveg,Turkey,Mutton Curry
Pigmentation,veg,Spinach,White Bread
Eczema,combination,Vegetable Soup,Burger
Tanning,combination,Egg Salad,Pizza
Dullness,nonveg,Tuna,Fried Fish
Tanning,nonveg,Salmon,Sausages
Dark Spots,nonveg,Salmon,Bacon
Dark Spots,veg,Carrot,Processed Juice
Blackheads,veg,Pumpkin Seeds,Butter
Dark Spots,combination,Baked Fish with Veggies,Ice Cream
Dark Spots,combination,Baked Fish with Veggies,Butter Paneer
Eczema,vegen,Oats,Mock Meats
Dark Spots,nonveg,Yogurt,Processed Meat
Uneven Skin Tone,nonveg,Prawns,Fried Fish
Pores,veg,Sweet Potato,White Bread
Sagging,nonveg,Tuna,Butter Chicken
Dark Circles,vegen,Lentils,Overprocessed Vegan Snacks
Inflammation,combination,Chicken with Broccoli,Fried Chicken
Uneven Skin Tone,nonveg,Oysters,Processed Meat
Itchy Skin,vegen,Coconut Water,Vegan Mayo
Oily Skin,combination,Mixed Nuts,Cream Biscuits
Dryness,nonveg,Salmon,Butter Chicken
Wrinkles,vegen,Zucchini,Coconut Cream
Dullness,combination,Greek Yogurt with Berries,Butter Paneer
Rosacea,veg,Pumpkin Seeds,Fried Potato
Dullness,combination,Tofu Stir Fry,Burger
Uneven Skin Tone,veg,Sweet Potato,Processed Juice
Dark Circles,combination,Fruit Yogurt,Excess Cheese
Dullness,veg,Tomato,Cheese
Acne,vegen,Hummus,Mock Meats
Pores,combination,Mixed Nuts,Cream Biscuits
Sunburn,combination,Mixed Nuts,Fried Chicken
Dark Spots,veg,Carrot,Deep-Fried Snacks
Dark Circles,nonveg,Turkey,Mayonnaise
Uneven Skin Tone,combination,Baked Fish with Veggies,Butter Paneer
Sagging,vegen,Lentils,Coconut Cream
Inflammation,nonveg,Oysters,Bacon
Wrinkles,nonveg,Tuna,Butter Chicken
Itchy Skin,nonveg,Yogurt,Fried Egg
Blackheads,vegen,Zucchini,Fried Tofu
Eczema,veg,Carrot,Creamy Curries
Dryness,combination,Mixed Nuts,Chips
Eczema,combination,Greek Yogurt with Berries,Instant Noodles
Inflammation,vegen,Kale,Packaged Vegan Chips
Wrinkles,vegen,Hummus,Overprocessed Vegan Snacks
Sunburn,combination,Avocado Toast with Egg,Butter Paneer
Wrinkles,nonveg,Oysters,Processed Meat
Inflammation,nonveg,Oysters,Red Meat
Pigmentation,vegen,Hummus,Fried Tofu
Whiteheads,veg,Almonds,Butter
Wrinkles,nonveg,Eggs,Mayonnaise
Dark Circles,vegen,Hummus,Coconut Cream
Sunburn,veg,Broccoli,Cheese
Wrinkles,nonveg,Yogurt,Fried Fish
Sagging,veg,Carrot,Cheese
Dullness,combination,Mixed Nuts,Fried Chicken
Blackheads,combination,Mixed Nuts,Chips
Eczema,combination,Mixed Nuts,Excess Cheese
Pigmentation,veg,Almonds,Deep-Fried Snacks
Sunburn,nonveg,Oysters,Mayonnaise
Redness,vegen,Coconut Water,Refined Oil
Tanning,combination,Egg Salad,Instant Noodles
Inflammation,veg,Carrot,Deep-Fried Snacks
Redness,veg,Broccoli,Carbonated Drinks
Oily Skin,vegen,Chia Seeds,Coconut Cream
Uneven Skin Tone,vegen,Coconut Water,Coconut Cream
Pigmentation,veg,Turmeric Milk,Creamy Curries
Inflammation,nonveg,Tuna,Sausages
Tanning,vegen,Soy Milk,Mock Meats
Blackheads,veg,Almonds,Fried Potato
Dark Spots,combination,Egg Salad,Burger
Dryness,combination,Mixed Nuts,Fried Chicken
Sunburn,veg,Spinach,Refined Sugar
Pores,nonveg,Eggs,Red Meat
Pigmentation,vegen,Lentils,Refined Oil
Dryness,nonveg,Tuna,Mutton Curry
Inflammation,vegen,Oats,Fried Tofu
Inflammation,veg,Beetroot,Fried Potato
Blackheads,vegen,Coconut Water,Overprocessed Vegan Snacks
Oily Skin,nonveg,Prawns,Bacon
Dullness,vegen,Coconut Water,White Sugar
Redness,vegen,Hummus,Agave Syrup
Blackheads,combination,Fish Curry with Rice,Pizza
Tanning,nonveg,Yogurt,Butter Chicken
Oily Skin,nonveg,Yogurt,Spicy Chicken
Rosacea,vegen,Lentils,Fried Tofu
Whiteheads,nonveg,Liver,Bacon
Whiteheads,veg,Broccoli,Creamy Curries
Tanning,nonveg,Eggs,Mayonnaise
Eczema,vegen,Hummus,Excess Soy
Itchy Skin,combination,Greek Yogurt with Berries,Burger
Tanning,vegen,Kale,Packaged Vegan Chips
Whiteheads,nonveg,Yogurt,Sausages
Dark Spots,vegen,Chia Seeds,Packaged Vegan Chips
Whiteheads,vegen,Zucchini,Excess Soy
Inflammation,combination,Vegetable Soup,Burger
Uneven Skin Tone,combination,Avocado Toast with Egg,Excess Cheese
Dullness,nonveg,Tuna,Fried Egg
Whiteheads,veg,Beetroot,Pickles
Inflammation,veg,Sweet Potato,Processed Juice
Rosacea,combination,Tofu Stir Fry,Excess Cheese
Rosacea,vegen,Coconut Water,White Sugar
Wrinkles,nonveg,Eggs,Fried Egg
Dark Circles,nonveg,Eggs,Bacon
Rosacea,vegen,Tofu,Overprocessed Vegan Snacks
Dryness,nonveg,Turkey,Mutton Curry
Blackheads,vegen,Coconut Water,Packaged Vegan Chips
Dryness,vegen,Chia Seeds,Excess Soy
Dark Spots,vegen,Kale,Packaged Vegan Chips
Dark Spots,combination,Baked Fish with Veggies,Fried Chicken
Blackheads,veg,Broccoli,Cheese
Uneven Skin Tone,vegen,Quinoa,Fried Tofu
Rosacea,combination,Baked Fish with Veggies,Fried Chicken
Rosacea,veg,Carrot,Cheese
Uneven Skin Tone,veg,Beetroot,Pickles
Sagging,vegen,Lentils,Packaged Vegan Chips
Eczema,combination,Vegetable Soup,Excess Cheese
Blackheads,nonveg,Turkey,Red Meat
Pores,vegen,Chia Seeds,Packaged Vegan Chips
Redness,combination,Vegetable Soup,Instant Noodles
Whiteheads,nonveg,Salmon,Red Meat
Dullness,nonveg,Chicken Breast,Butter Chicken
Redness,vegen,Lentils,Fried Tofu
Wrinkles,combination,Fish Curry with Rice,Pizza
Blackheads,combination,Chicken with Broccoli,Cream Biscuits
Oily Skin,combination,Egg Salad,Chips
Redness,combination,Chicken with Broccoli,Ice Cream
Blackheads,combination,Greek Yogurt with Berries,Chips
Dryness,veg,Broccoli,Carbonated Drinks
Pigmentation,nonveg,Bone Broth,Butter Chicken
Sagging,vegen,Hummus,Excess Soy
Pigmentation,vegen,Zucchini,Refined Oil
Whiteheads,nonveg,Tuna,Mutton Curry
Tanning,veg,Carrot,Pickles
Dryness,veg,Cucumber,Fried Potato
Dryness,combination,Fish Curry with Rice,Sugary Drinks
Eczema,veg,Sweet Potato,Butter
Pores,vegen,Lentils,Mock Meats
Redness,combination,Tofu Stir Fry,Cream Biscuits
Acne,combination,Fish Curry with Rice,Butter Paneer
Acne,nonveg,Oysters,Fried Egg
Eczema,vegen,Chia Seeds,White Sugar
Dullness,nonveg,Oysters,Butter Chicken
Sunburn,veg,Broccoli,Fried Potato
Sagging,vegen,Quinoa,White Sugar
Blackheads,veg,Almonds,Refined Sugar
Acne,nonveg,Eggs,Fried Fish
Rosacea,vegen,Lentils,Coconut Cream
Sunburn,vegen,Chia Seeds,Packaged Vegan Chips
Itchy Skin,nonveg,Eggs,Red Meat
Dullness,nonveg,Chicken Breast,Fried Egg
Dark Circles,vegen,Lentils,Excess Soy
Oily Skin,nonveg,Liver,Sausages
Redness,combination,Avocado Toast with Egg,Pizza
Pigmentation,nonveg,Tuna,Sausages
Oily Skin,vegen,Quinoa,Coconut Cream
Dark Spots,veg,Almonds,White Bread
Whiteheads,vegen,Quinoa,Coconut Cream
Uneven Skin Tone,nonveg,Liver,Mayonnaise
Dark Circles,veg,Tomato,Pickles
Sagging,veg,Beetroot,Creamy Curries
Uneven Skin Tone,veg,Carrot,Fried Potato
Pores,vegen,Coconut Water,Fried Tofu
Dryness,vegen,Zucchini,Refined Oil
Uneven Skin Tone,vegen,Chia Seeds,White Sugar
Pigmentation,veg,Sweet Potato,Refined Sugar
Rosacea,vegen,Zucchini,Excess Soy
Pigmentation,nonveg,Oysters,Mutton Curry
Inflammation,nonveg,Tuna,Red Meat
Pores,combination,Greek Yogurt with Berries,Instant Noodles
Inflammation,combination,Chicken with Broccoli,Excess Cheese
Uneven Skin Tone,vegen,Soy Milk,Fried Tofu
Inflammation,combination,Vegetable Soup,Sugary Drinks
Wrinkles,nonveg,Salmon,Spicy Chicken
Whiteheads,nonveg,Liver,Bacon
Redness,combination,Mixed Nuts,Burger
Inflammation,veg,Beetroot,Fried Potato
Dullness,veg,Spinach,Cheese
Dullness,veg,Pumpkin Seeds,Refined Sugar
Dryness,nonveg,Tuna,Bacon
Rosacea,combination,Vegetable Soup,Ice Cream
Redness,nonveg,Tuna,Red Meat
Uneven Skin Tone,vegen,Quinoa,Packaged Vegan Chips
Sunburn,vegen,Soy Milk,Refined Oil
Inflammation,combination,Chicken with Broccoli,Excess Cheese
Whiteheads,nonveg,Turkey,Mayonnaise
Dryness,nonveg,Chicken Breast,Mayonnaise
Acne,combination,Baked Fish with Veggies,Pizza
Wrinkles,nonveg,Oysters,Fried Egg
Pigmentation,nonveg,Tuna,Fried Egg
Sagging,veg,Cucumber,Deep-Fried Snacks
Pores,vegen,Coconut Water,White Sugar
Itchy Skin,vegen,Zucchini,Fried Tofu
Pores,veg,Pumpkin Seeds,Processed Juice
Wrinkles,vegen,Oats,Mock Meats
Blackheads,veg,Spinach,Fried Potato
Pores,combination,Tofu Stir Fry,Burger
Rosacea,nonveg,Tuna,Fried Fish
Sagging,nonveg,Liver,Bacon
Sagging,veg,Sweet Potato,Processed Juice
Whiteheads,combination,Egg Salad,Excess Cheese
Pores,combination,Mixed Nuts,Sugary Drinks
Uneven Skin Tone,nonveg,Oysters,Mayonnaise
Acne,vegen,Hummus,Coconut Cream
Acne,combination,Avocado Toast with Egg,Sugary Drinks
Acne,vegen,Coconut Water,Coconut Cream
Redness,nonveg,Eggs,Mayonnaise
Wrinkles,nonveg,Liver,Red Meat
Dark Circles,vegen,Chia Seeds,White Sugar
Tanning,vegen,Coconut Water,Refined Oil
Wrinkles,veg,Turmeric Milk,Carbonated Drinks
Redness,veg,Turmeric Milk,Refined Sugar
Inflammation,combination,Tofu Stir Fry,Pizza
Tanning,veg,Cucumber,Fried Potato
Dryness,nonveg,Eggs,Mayonnaise
Rosacea,nonveg,Prawns,Red Meat
Pores,vegen,Kale,Fried Tofu
Sagging,veg,Spinach,Butter
Inflammation,vegen,Tofu,Agave Syrup
Dark Spots,nonveg,Chicken Breast,Fried Fish
Inflammation,combination,Avocado Toast with Egg,Cream Biscuits
Rosacea,combination,Avocado Toast with Egg,Pizza
Sagging,vegen,Oats,Coconut Cream
Eczema,combination,Avocado Toast with Egg,Cream Biscuits
Wrinkles,nonveg,Eggs,Red Meat
Pores,veg,Tomato,Cheese
Rosacea,nonveg,Bone Broth,Mayonnaise
Dullness,nonveg,Oysters,Red Meat
Dryness,vegen,Quinoa,White Sugar
Redness,vegen,Lentils,Vegan Mayo
Redness,vegen,Oats,Coconut Cream
Tanning,veg,Sweet Potato,White Bread
Wrinkles,vegen,Kale,Packaged Vegan Chips
Dark Spots,vegen,Lentils,Fried Tofu
